taxon_id,rank_level,existing_active,new_active
787576,27.0,True,False
815335,10.0,True,False
836145,10.0,True,False
852251,5.0,True,False
855532,10.0,True,False
829479,10.0,True,False
825036,10.0,True,False
826563,10.0,True,False
826189,10.0,True,False
873014,10.0,True,False
870391,10.0,True,False
873458,5.0,True,False
870374,10.0,True,False
869785,5.0,True,False
884577,5.0,True,False
884475,10.0,True,False
884021,10.0,True,False
908476,10.0,True,False
906660,10.0,False,True
904196,10.0,True,False
895087,10.0,True,False
891132,10.0,True,False
890457,5.0,True,False
915057,20.0,True,False
924187,10.0,True,False
932678,10.0,True,False
937943,10.0,True,False
937942,10.0,True,False
955373,10.0,True,False
955254,10.0,True,False
951551,10.0,True,False
947066,10.0,True,False
947097,10.0,True,False
949923,10.0,True,False
946953,10.0,True,False
946954,20.0,True,False
948210,10.0,True,False
964223,10.0,True,False
982659,10.0,True,False
982666,10.0,True,False
989289,10.0,True,False
986323,10.0,True,False
986854,10.0,True,False
989306,10.0,True,False
991729,20.0,True,False
1004980,10.0,True,False
1026334,10.0,True,False
1026390,10.0,True,False
1044680,5.0,True,False
1048834,10.0,True,False
1038469,10.0,True,False
1036033,10.0,True,False
1033641,20.0,True,False
1031446,5.0,True,False
1058473,5.0,True,False
1069372,20.0,True,False
1061104,10.0,True,False
1061110,10.0,True,False
1061109,10.0,True,False
1068106,5.0,True,False
1070217,20.0,True,False
1072927,10.0,True,False
1070707,25.0,True,False
1070709,20.0,True,False
1099162,10.0,True,False
1116236,10.0,True,False
1118689,10.0,True,False
1126104,13.0,False,True
1120828,5.0,True,False
1127252,10.0,True,False
1129994,10.0,True,False
1146700,5.0,True,False
1143040,10.0,True,False
1146840,10.0,True,False
1139956,5.0,True,False
1164279,10.0,True,False
1156107,10.0,True,False
1154019,10.0,True,False
1197917,10.0,False,True
1190120,10.0,True,False
1194600,10.0,True,False
1196636,5.0,True,False
1199633,10.0,True,False
1191463,10.0,True,False
1215185,10.0,True,False
1189589,10.0,True,False
1181573,10.0,True,False
1201414,10.0,True,False
1208968,10.0,True,False
1202420,10.0,True,False
1220108,10.0,True,False
1221467,10.0,True,False
1263748,10.0,True,False
1264511,20.0,True,False
1257125,5.0,True,False
1253358,10.0,True,False
1250875,10.0,True,False
1250934,10.0,True,False
1244254,10.0,True,False
1276983,10.0,True,False
1284584,10.0,True,False
1289750,5.0,True,False
1285949,10.0,True,False
1288391,10.0,True,False
1287046,10.0,True,False
1293203,5.0,True,False
1292600,10.0,True,False
1304640,10.0,False,True
1300518,10.0,True,False
1307811,10.0,True,False
1332406,10.0,True,False
1332679,10.0,True,False
1312660,10.0,True,False
1318890,10.0,True,False
1341206,10.0,False,True
1347462,10.0,True,False
1349915,10.0,True,False
1341617,10.0,True,False
1340752,10.0,True,False
1349168,10.0,True,False
1370000,20.0,True,False
1369643,10.0,True,False
1372103,10.0,True,False
1398047,10.0,True,False
1405906,10.0,True,False
1408002,10.0,True,False
1408061,10.0,True,False
1407208,10.0,True,False
1401482,10.0,True,False
1406954,10.0,True,False
1381809,10.0,False,True
1427697,10.0,True,False
1427696,10.0,True,False
1420639,10.0,True,False
1425829,10.0,True,False
1427190,10.0,True,False
1471746,5.0,True,False
1470650,10.0,True,False
1447827,10.0,True,False
1443937,10.0,True,False
1460323,11.0,True,False
1450734,10.0,True,False
1452237,10.0,True,False
1455186,10.0,True,False
57703,10.0,False,True
57417,5.0,True,False
50041,10.0,True,False
57888,10.0,True,False
49903,10.0,True,False
62842,5.0,True,False
78449,10.0,True,False
80697,5.0,True,False
87572,20.0,True,False
96084,10.0,True,False
93175,10.0,False,True
111401,10.0,True,False
118671,10.0,True,False
128272,5.0,True,False
107272,10.0,True,False
104398,10.0,True,False
148485,10.0,True,False
148889,10.0,True,False
140886,10.0,True,False
142845,10.0,True,False
155065,5.0,True,False
151711,10.0,False,True
152672,40.0,True,False
130438,5.0,True,False
137495,10.0,False,True
216054,10.0,True,False
225851,10.0,True,False
222668,10.0,True,False
225863,10.0,True,False
249352,20.0,True,False
240939,5.0,False,True
242390,5.0,True,False
245885,5.0,True,False
241031,5.0,True,False
256111,10.0,True,False
258669,10.0,True,False
257474,10.0,True,False
292791,10.0,True,False
296761,10.0,True,False
293466,10.0,True,False
311521,10.0,True,False
312234,5.0,True,False
310907,10.0,True,False
325371,5.0,True,False
326803,5.0,True,False
325846,10.0,False,True
345472,30.0,True,False
346523,10.0,True,False
334412,10.0,True,False
338913,10.0,True,False
338914,10.0,True,False
330204,10.0,False,True
337901,10.0,True,False
335144,10.0,True,False
334404,5.0,True,False
332273,20.0,True,False
373333,30.0,True,False
372217,10.0,True,False
366978,10.0,True,False
364077,10.0,True,False
401472,10.0,True,False
389870,10.0,True,False
384692,10.0,True,False
386877,10.0,True,False
424631,10.0,True,False
427498,10.0,True,False
410715,10.0,True,False
418663,10.0,True,False
417717,10.0,True,False
449354,20.0,True,False
449346,20.0,True,False
447885,10.0,True,False
447658,10.0,True,False
438821,5.0,True,False
434254,10.0,True,False
473582,20.0,True,False
476295,10.0,True,False
470693,10.0,True,False
465753,20.0,True,False
508213,5.0,True,False
496128,10.0,True,False
499102,10.0,True,False
498071,10.0,True,False
546774,10.0,True,False
546426,10.0,True,False
541259,10.0,True,False
541311,10.0,True,False
547582,10.0,True,False
541333,10.0,True,False
529038,10.0,True,False
527211,10.0,True,False
527368,10.0,True,False
526784,10.0,True,False
527331,5.0,True,False
535583,10.0,True,False
531365,10.0,True,False
535756,20.0,True,False
535824,20.0,True,False
534389,10.0,True,False
534388,10.0,True,False
534189,10.0,True,False
537151,10.0,True,False
533330,10.0,True,False
538013,10.0,True,False
552801,20.0,True,False
552800,10.0,True,False
562669,10.0,True,False
564516,10.0,True,False
563560,10.0,True,False
563819,10.0,True,False
576780,20.0,False,True
582552,10.0,True,False
601933,10.0,True,False
605137,25.0,True,False
607605,5.0,True,False
608598,10.0,True,False
614273,10.0,True,False
610571,10.0,True,False
598690,5.0,False,True
598916,5.0,False,True
599124,5.0,False,True
620940,10.0,True,False
625202,10.0,True,False
635089,20.0,True,False
647143,10.0,True,False
648820,10.0,True,False
654414,10.0,True,False
657778,10.0,True,False
678181,10.0,True,False
671514,5.0,True,False
675110,10.0,True,False
662965,10.0,True,False
667897,10.0,True,False
668324,10.0,True,False
668694,10.0,True,False
719537,5.0,True,False
717266,5.0,True,False
718896,5.0,True,False
692540,10.0,True,False
693175,10.0,True,False
697471,10.0,True,False
700653,5.0,False,True
706398,10.0,True,False
707655,10.0,True,False
700372,10.0,True,False
731700,5.0,True,False
724761,5.0,True,False
727887,5.0,True,False
727888,5.0,True,False
726025,5.0,True,False
722114,5.0,True,False
726475,5.0,True,False
754711,10.0,True,False
755155,10.0,True,False
755448,10.0,True,False
755687,10.0,True,False
755694,10.0,True,False
755697,10.0,True,False
755700,10.0,True,False
764256,10.0,True,False
767719,10.0,True,False
764126,15.0,True,False
744114,10.0,True,False
744564,10.0,True,False
744567,10.0,True,False
740045,10.0,True,False
741180,10.0,True,False
791795,10.0,True,False
793963,10.0,True,False
793152,10.0,True,False
788214,5.0,True,False
787151,10.0,True,False
818591,20.0,True,False
810824,20.0,True,False
836148,10.0,True,False
851002,10.0,True,False
852440,10.0,True,False
856169,10.0,True,False
853267,10.0,True,False
826190,10.0,True,False
829112,10.0,True,False
848890,10.0,True,False
870455,10.0,True,False
872589,10.0,True,False
874066,10.0,True,False
860196,10.0,True,False
884270,10.0,True,False
908454,10.0,True,False
899707,20.0,True,False
918228,10.0,True,False
923358,10.0,True,False
921266,5.0,True,False
939581,10.0,True,False
930394,5.0,True,False
937098,10.0,True,False
955484,10.0,True,False
955500,10.0,True,False
952258,10.0,True,False
959341,10.0,True,False
956097,5.0,True,False
975115,5.0,True,False
963803,10.0,True,False
965094,10.0,True,False
963746,10.0,True,False
963815,10.0,True,False
966093,10.0,True,False
988170,10.0,True,False
989269,10.0,True,False
993978,10.0,True,False
1005552,10.0,True,False
1001112,10.0,True,False
1024079,20.0,True,False
1026833,10.0,True,False
1028317,15.0,True,False
1026868,10.0,True,False
1013242,10.0,True,False
1013208,10.0,True,False
1048065,10.0,True,False
1045606,10.0,True,False
1035288,10.0,True,False
1039854,10.0,True,False
1057209,5.0,True,False
1054151,5.0,True,False
1054311,5.0,True,False
1054334,5.0,True,False
1061860,20.0,True,False
1079268,10.0,True,False
1073340,10.0,True,False
1075141,10.0,True,False
1079880,10.0,True,False
1076139,10.0,True,False
1073624,20.0,False,True
1091392,10.0,True,False
174459,5.0,True,False
189716,10.0,True,False
166510,10.0,True,False
167051,10.0,True,False
169489,10.0,False,True
207276,5.0,True,False
197607,10.0,False,True
216027,10.0,True,False
223976,10.0,True,False
240216,5.0,True,False
249482,20.0,True,False
252780,20.0,True,False
255315,10.0,True,False
253586,10.0,False,True
255761,10.0,True,False
255323,10.0,True,False
256515,10.0,True,False
272405,10.0,True,False
270291,10.0,True,False
261997,10.0,True,False
287930,10.0,True,False
287881,10.0,True,False
282327,10.0,True,False
296071,10.0,True,False
319882,10.0,True,False
309505,10.0,True,False
306943,10.0,True,False
320734,10.0,True,False
343439,5.0,True,False
346319,10.0,True,False
339759,20.0,True,False
332615,10.0,True,False
332963,10.0,False,True
336725,20.0,True,False
334931,5.0,True,False
337897,10.0,True,False
353451,10.0,True,False
350669,5.0,True,False
356127,10.0,True,False
376469,20.0,True,False
364308,10.0,True,False
400828,10.0,True,False
392607,10.0,True,False
417741,10.0,True,False
414770,15.0,True,False
411825,5.0,True,False
413542,5.0,True,False
414951,5.0,True,False
478306,5.0,True,False
451334,5.0,True,False
451795,5.0,True,False
451582,5.0,True,False
485768,10.0,True,False
500923,10.0,True,False
498731,10.0,True,False
514643,10.0,True,False
510339,10.0,True,False
541266,10.0,True,False
541409,10.0,True,False
541642,10.0,True,False
527132,20.0,True,False
527221,10.0,True,False
527242,10.0,True,False
526296,10.0,True,False
526786,10.0,True,False
526836,10.0,True,False
523748,24.0,True,False
524741,30.0,True,False
536274,10.0,True,False
559408,5.0,True,False
562380,10.0,True,False
568933,10.0,True,False
564744,10.0,True,False
584904,10.0,True,False
603635,10.0,True,False
612251,10.0,False,True
613739,10.0,False,True
611404,10.0,True,False
625948,10.0,True,False
621046,10.0,True,False
628427,10.0,True,False
637448,10.0,True,False
630068,5.0,True,False
630072,5.0,True,False
635086,20.0,True,False
676285,10.0,True,False
689514,10.0,True,False
663021,10.0,True,False
663022,10.0,True,False
663297,10.0,True,False
663319,10.0,True,False
666530,10.0,True,False
663017,10.0,True,False
663051,10.0,True,False
663053,10.0,True,False
662920,10.0,True,False
668712,10.0,True,False
718638,5.0,True,False
718875,5.0,True,False
718881,5.0,True,False
719536,5.0,True,False
719892,5.0,True,False
710507,5.0,True,False
718903,5.0,True,False
693257,5.0,True,False
693259,5.0,True,False
704698,10.0,True,False
730371,5.0,True,False
733803,10.0,True,False
733792,10.0,True,False
720626,5.0,True,False
720931,5.0,True,False
721260,5.0,True,False
721269,5.0,True,False
722414,5.0,True,False
724905,5.0,True,False
756996,10.0,True,False
755330,10.0,True,False
753075,20.0,True,False
753087,20.0,True,False
748793,10.0,True,False
793009,5.0,True,False
793170,5.0,True,False
793176,5.0,True,False
794969,10.0,True,False
792922,5.0,True,False
793156,10.0,True,False
771157,10.0,True,False
787860,10.0,True,False
788038,5.0,True,False
803172,10.0,True,False
807641,10.0,True,False
853727,10.0,True,False
827091,10.0,True,False
823457,10.0,True,False
826574,5.0,True,False
848211,10.0,True,False
878116,27.0,True,False
878105,5.0,True,False
868807,10.0,True,False
869370,10.0,True,False
884544,5.0,True,False
885154,10.0,True,False
885136,10.0,True,False
880094,10.0,True,False
884769,10.0,True,False
883927,10.0,True,False
888475,10.0,False,True
908032,20.0,True,False
893816,10.0,True,False
918930,20.0,True,False
911228,5.0,True,False
912463,10.0,True,False
916845,10.0,True,False
928242,10.0,True,False
937936,10.0,True,False
945160,10.0,True,False
942783,10.0,True,False
941599,10.0,True,False
978775,10.0,True,False
966101,20.0,False,True
963842,10.0,True,False
968214,10.0,True,False
968227,10.0,True,False
967884,5.0,True,False
968776,10.0,True,False
969262,20.0,True,False
991069,10.0,True,False
994263,10.0,True,False
993987,10.0,True,False
1003056,10.0,True,False
1026693,10.0,True,False
1020186,5.0,True,False
1027280,10.0,False,True
1028191,5.0,True,False
1021172,10.0,True,False
1015537,10.0,True,False
1016996,10.0,True,False
1043359,10.0,True,False
1047188,10.0,True,False
1047773,10.0,True,False
1047736,10.0,True,False
1032639,10.0,True,False
1030374,10.0,True,False
1037054,10.0,False,True
1055414,5.0,True,False
1056638,5.0,True,False
1057041,5.0,False,True
1057340,5.0,True,False
1050341,10.0,True,False
1055079,5.0,False,True
1118677,10.0,True,False
1118709,10.0,True,False
1118713,10.0,True,False
1118719,10.0,True,False
1113067,10.0,True,False
1113031,10.0,True,False
1113081,10.0,True,False
1113034,10.0,True,False
1113025,10.0,True,False
1117626,10.0,True,False
1107456,5.0,True,False
1108228,10.0,True,False
1122931,10.0,True,False
1127125,10.0,True,False
1148494,10.0,True,False
1132543,10.0,True,False
1163810,30.0,True,False
1179867,20.0,True,False
1210311,10.0,False,True
1219637,10.0,True,False
1217897,10.0,True,False
1215012,10.0,True,False
1182948,10.0,True,False
1184651,10.0,True,False
1203183,10.0,True,False
1238808,10.0,True,False
1233510,10.0,True,False
1232114,10.0,True,False
1237687,5.0,True,False
1260694,10.0,True,False
1269728,10.0,True,False
1269733,5.0,True,False
1259217,10.0,False,True
1250079,10.0,True,False
1243653,10.0,True,False
1278085,10.0,True,False
1270313,10.0,True,False
1279848,10.0,True,False
1278214,10.0,True,False
1289142,10.0,True,False
1289186,5.0,True,False
1284008,10.0,True,False
1284010,10.0,True,False
1289067,10.0,True,False
1291040,10.0,True,False
1321029,10.0,True,False
1324927,10.0,True,False
1326533,20.0,True,False
1318676,5.0,True,False
1316584,10.0,True,False
1316714,10.0,True,False
1319605,10.0,True,False
1318328,10.0,True,False
1317620,10.0,True,False
1356368,10.0,True,False
1362949,10.0,True,False
1362941,10.0,True,False
1366299,20.0,True,False
1366701,20.0,True,False
1360024,10.0,True,False
1368118,10.0,True,False
1374545,10.0,True,False
1389885,10.0,True,False
1387053,10.0,True,False
1389615,10.0,True,False
1410981,10.0,True,False
1416965,10.0,True,False
1418856,10.0,True,False
1420576,10.0,True,False
1427794,10.0,True,False
1426864,10.0,True,False
1473466,10.0,True,False
1472041,10.0,True,False
1475783,10.0,True,False
1442823,10.0,True,False
1445021,10.0,True,False
1448459,10.0,True,False
1443066,20.0,True,False
1466613,10.0,True,False
1460297,10.0,True,False
1458320,5.0,True,False
1142569,40.0,True,False
14180,10.0,True,False
10020,20.0,True,False
18437,20.0,True,False
14599,10.0,True,False
12485,10.0,True,False
12850,10.0,True,False
19008,10.0,True,False
4912,10.0,True,False
52096,10.0,True,False
51533,10.0,True,False
69464,5.0,True,False
77329,10.0,True,False
78749,10.0,True,False
82062,10.0,True,False
82636,5.0,True,False
39897,5.0,True,False
39896,5.0,True,False
26136,10.0,True,False
117116,10.0,True,False
120721,10.0,False,True
123198,20.0,True,False
128359,10.0,True,False
125873,10.0,True,False
125506,5.0,True,False
124545,5.0,True,False
108792,10.0,True,False
103827,10.0,True,False
104692,10.0,True,False
151448,10.0,True,False
151454,10.0,True,False
138370,10.0,True,False
131375,20.0,True,False
134178,10.0,True,False
170528,10.0,True,False
170035,10.0,True,False
175907,30.0,True,False
188036,10.0,True,False
200028,5.0,True,False
